user_id,course_id,rating
user_18,382204,4.0
user_18,943306,3.7
user_18,468726,2.6
user_19,464184,4.5
user_19,948440,3.4
user_19,357726,3.5
user_19,574194,4.8
user_19,837950,4.9
user_19,942768,4.9
user_19,1239206,4.1
user_20,631444,3.7
user_20,30243,4.3
user_20,955138,2.6
user_20,1071060,4.9
user_20,1004134,4.5
user_20,1027480,3.9
user_20,624016,4.4
user_21,416548,2.7
user_21,672112,4.1
user_21,761808,4.4
user_21,252950,4.2
user_21,777276,4.3
user_21,628944,2.6
user_21,390198,4.9
user_22,444644,4.1
user_22,221306,3.9
user_22,1023070,4.6
user_22,663696,3.4
user_22,640496,3.3
user_22,935108,3.8
user_22,739090,4.0
user_22,741172,3.1
user_22,1033686,4.2
user_23,608090,3.1
user_23,185500,4.9
user_23,900794,3.9
user_23,902748,3.1
user_23,1174974,3.0
user_23,937134,4.5
user_23,658276,3.1
user_23,851106,2.6
user_24,885974,4.2
user_24,621014,3.2
user_24,813142,4.9
user_24,310652,3.3
user_24,42640,3.5
user_24,306556,4.9
user_24,1223570,3.7
user_24,699382,4.0
user_25,1041926,3.0
user_25,762240,3.9
user_25,1239068,3.8
user_25,492954,4.0
user_25,400130,4.6
user_25,984072,4.4
user_25,980408,3.9
user_25,1182900,4.7
user_25,474238,3.4
user_25,511838,3.7
user_26,1016388,3.3
user_26,812610,3.7
user_26,895244,3.7
user_26,657764,4.0
user_26,1174086,3.7
user_26,942768,4.1
user_26,373636,4.7
user_26,406504,3.5
user_26,583224,4.7
user_26,162274,3.0
user_27,788514,3.3
user_27,1058262,3.7
user_27,1165268,3.1
user_27,893056,3.8
user_27,169144,4.5
user_27,28172,2.7
user_27,520876,3.8
user_27,955138,3.5
user_27,674040,2.7
user_28,910650,2.9
user_28,510178,4.0
user_28,1228708,4.7
user_28,1269590,3.5
user_28,813516,2.5
user_28,271652,4.7
user_28,745832,4.0
user_28,151027,2.7
user_28,1009452,4.8
user_28,71912,4.4
user_29,812610,3.4
user_29,482334,3.1
user_29,770526,4.8
user_29,53157,4.7
user_29,742142,4.0
user_29,563248,2.5
user_30,577256,2.8
user_30,750934,3.1
user_30,785210,4.4
user_30,1024888,4.4
user_30,1227578,2.6
user_30,1033944,2.6
user_30,1276364,5.0
user_31,1050632,4.9
user_31,787204,4.7
user_31,45139,4.8
user_31,235104,3.2
user_31,758208,3.8
user_31,479760,4.5
user_31,325834,3.8
user_32,1209556,4.5
user_32,275294,4.3
user_32,175278,3.9
user_32,528104,2.9
user_32,551170,2.6
user_32,1182624,3.0
user_32,600206,4.7
user_32,446608,3.2
user_32,799912,3.6
user_32,1228900,5.0
user_33,565384,3.4
user_33,17349,2.6
user_33,975982,3.2
user_33,722274,4.9
user_33,815672,2.7
user_33,821526,4.7
user_33,212520,2.7
user_33,1106490,4.1
user_33,315716,3.7
user_33,394832,4.3
user_34,1167536,3.8
user_34,400976,4.7
user_34,513782,3.2
user_34,516790,4.0
user_34,993754,2.9
user_34,617886,4.1
user_34,661802,2.7
user_34,468726,2.9
user_34,904462,2.9
user_34,861122,4.1
user_35,577198,4.8
user_35,576946,3.5
user_35,599652,2.5
user_35,1177156,4.7
user_35,766320,4.5
user_36,773016,4.8
user_36,177214,2.6
user_36,578750,2.5
user_36,730702,4.0
user_36,652438,3.7
user_37,773156,3.3
user_37,912996,3.6
user_37,809968,3.4
user_37,1158836,4.9
user_37,671578,3.1
user_37,824592,3.5
user_37,941310,3.3
user_37,610202,2.9
user_37,839032,3.2
user_37,939668,3.7
user_38,729128,3.9
user_38,861764,2.6
user_38,988804,3.8
user_38,43441,2.6
user_38,40670,4.3
user_38,791414,4.0
user_38,740762,4.3
user_38,566910,3.9
user_39,1112604,4.1
user_39,807874,2.6
user_39,825354,4.3
user_39,796010,3.3
user_39,520468,3.9
user_39,861122,3.9
user_40,654832,4.5
user_40,431562,3.8
user_40,799434,3.9
user_40,1103954,4.8
user_40,742106,2.6
user_40,430962,3.3
user_40,1016650,3.6
user_40,131562,4.1
user_41,876544,4.7
user_41,769518,4.0
user_41,118836,3.5
user_41,62252,2.7
user_41,986272,2.6
user_41,672086,3.1
user_41,479688,3.5
user_41,1244302,4.0
user_42,1208148,4.4
user_42,1078522,3.2
user_42,551170,3.9
user_42,19164,3.7
user_42,242574,3.7
user_42,146852,4.2
user_42,563020,3.5
user_42,647442,3.1
user_43,442114,3.5
user_43,524748,3.2
user_43,533458,2.6
user_43,919354,5.0
user_43,1234656,3.5
user_43,385662,3.4
user_43,1204590,3.5
user_43,498488,4.4
user_44,11475,3.2
user_44,1105216,3.4
user_44,744618,4.9
user_44,1004788,4.0
user_44,235104,4.2
user_45,971110,4.2
user_45,975626,4.7
user_45,1110756,4.4
user_45,295909,4.5
user_45,1169848,3.1
user_46,231256,2.8
user_46,447210,4.9
user_46,802268,5.0
user_46,796486,3.2
user_46,219756,4.1
user_46,473160,2.5
user_47,886300,3.3
user_47,1031696,4.4
user_47,883002,3.7
user_47,460652,3.8
user_47,986406,3.8
user_47,764010,4.2
user_47,969170,3.4
user_47,611688,4.5
user_47,719920,2.9
user_48,1075366,3.0
user_48,944804,4.2
user_48,889824,4.8
user_48,696016,2.7
user_48,408440,4.5
user_48,742142,3.0
user_48,537886,3.6
user_48,709160,4.6
user_49,174800,3.9
user_49,743914,4.9
user_49,764534,4.8
user_49,1105636,4.3
user_49,669536,3.0
user_49,363404,4.8
user_49,422546,2.8
user_49,488818,4.5
user_49,1170074,3.7
user_50,59014,3.6
user_50,839028,4.1
user_50,897146,4.3
user_50,177912,3.5
user_50,413494,4.6
user_50,173134,3.4
user_50,57415,4.7
user_50,637066,3.0
user_50,514036,4.0
user_50,707054,4.8
user_51,213532,4.7
user_51,661802,4.8
user_51,542254,3.5
user_51,560662,3.5
user_51,621022,3.9
user_51,77642,4.1
user_52,600486,4.4
user_52,937150,3.1
user_52,1026762,3.1
user_52,513958,4.3
user_52,1144726,3.8
user_53,1196700,3.1
user_53,1190334,4.2
user_53,1276020,3.7
user_53,651014,4.4
user_53,1164720,4.7
user_54,1013838,4.4
user_54,1002676,3.7
user_54,1149202,4.8
user_54,615602,3.5
user_54,42197,3.6
user_54,1197650,4.4
user_54,419318,4.5
user_54,383414,3.3
user_55,530430,3.3
user_55,512000,2.7
user_55,1013676,4.1
user_55,985104,2.7
user_55,576054,3.7
user_55,839536,4.4
user_55,374566,3.2
user_55,636418,3.3
user_56,903526,2.9
user_56,338926,4.2
user_56,600366,3.8
user_56,738900,4.0
user_56,653754,4.6
user_57,508570,4.0
user_57,651780,4.6
user_57,919906,4.3
user_57,662318,3.7
user_57,514496,4.6
user_57,722682,3.0
user_57,742300,3.1
user_57,828042,3.2
user_57,832410,3.8
user_57,849896,4.2
user_58,385684,3.8
user_58,706670,2.8
user_58,1218552,4.6
user_58,1008246,3.3
user_58,407984,4.4
user_58,811416,4.1
user_58,30240,4.3
user_58,335280,4.0
user_59,729128,3.8
user_59,951050,2.8
user_59,356060,2.7
user_59,536166,2.9
user_59,42040,3.6
user_59,364810,2.6
user_59,832832,2.7
user_60,987865,4.5
user_60,1144780,2.9
user_60,499632,2.9
user_60,965306,4.4
user_60,636842,2.7
user_60,142666,4.3
user_61,595728,4.7
user_61,1035638,4.1
user_61,1040596,3.6
user_61,867682,4.2
user_61,627706,3.0
user_61,650836,3.8
user_62,343816,3.1
user_62,769518,3.0
user_62,1146014,3.7
user_62,794151,4.3
user_62,654422,3.4
user_62,1190334,4.7
user_63,822670,3.6
user_63,688244,3.7
user_63,140168,4.7
user_63,576646,4.8
user_63,909836,3.1
user_63,665278,3.9
user_64,948440,3.9
user_64,696342,4.9
user_64,212394,4.0
user_64,1125814,2.6
user_64,42251,3.6
user_64,1124244,4.4
user_64,742764,4.6
user_65,1089062,4.2
user_65,301442,3.7
user_65,672894,4.2
user_65,322332,3.8
user_65,911318,4.7
user_65,665686,3.1
user_65,62252,3.9
user_65,580068,2.7
user_65,374652,3.0
user_66,537286,4.8
user_66,837798,4.9
user_66,309854,4.1
user_66,1265678,3.6
user_66,1056848,3.2
user_66,53211,4.0
user_66,1087466,3.0
user_66,874656,3.2
user_66,806020,2.7
user_66,201894,4.0
user_67,581662,4.4
user_67,762374,4.5
user_67,1188410,4.6
user_67,1114722,4.4
user_67,151668,2.6
user_67,442114,3.2
user_67,65330,2.6
user_67,773156,4.4
user_68,419308,4.9
user_68,719698,5.0
user_68,1021760,4.1
user_68,599652,3.1
user_68,565384,3.5
user_68,430992,4.9
user_68,935108,3.6
user_69,1250742,2.7
user_69,832410,4.4
user_69,1203040,2.7
user_69,814200,3.2
user_69,854690,3.7
user_69,1113008,3.2
user_69,1180960,2.6
user_70,192576,3.3
user_70,476324,4.4
user_70,1155262,4.4
user_70,582390,4.0
user_70,258174,2.5
user_70,552650,3.3
user_70,552598,4.4
user_70,943386,3.8
user_71,966522,4.1
user_71,767656,4.1
user_71,313512,3.1
user_71,1197810,3.8
user_71,519776,3.8
user_71,793234,4.6
user_72,343816,4.9
user_72,949504,3.9
user_72,1208638,3.6
user_72,688968,3.3
user_72,379814,3.0
user_72,637402,4.1
user_72,389834,3.9
user_72,882276,4.0
user_72,937586,4.8
user_73,688092,3.3
user_73,964478,4.2
user_73,559046,3.9
user_73,450068,4.4
user_73,1177670,4.7
user_73,883706,5.0
user_73,466632,4.9
user_73,38456,4.3
user_73,745468,3.9
user_73,392478,4.9
user_74,441112,3.1
user_74,482208,5.0
user_74,532140,3.6
user_74,640164,3.0
user_74,72644,2.6
user_74,429308,4.8
user_74,1099956,2.6
user_74,476268,3.2
user_74,455676,4.0
user_75,302450,4.1
user_75,219844,3.9
user_75,648506,3.8
user_75,592352,4.8
user_75,16714,5.0
user_75,1217064,4.1
user_75,1051570,4.5
user_75,113712,4.5
user_76,602032,4.1
user_76,647884,3.0
user_76,356060,2.9
user_76,1002676,4.6
user_76,922750,4.9
user_76,451938,4.0
user_77,499504,3.1
user_77,356060,3.5
user_77,747650,4.9
user_77,1219814,3.2
user_77,980114,3.8
user_77,995016,2.6
user_77,128384,2.6
user_77,581498,4.1
user_77,927336,3.4
user_78,950748,4.4
user_78,1257502,4.9
user_78,1216164,2.9
user_78,697798,4.4
user_78,774910,4.7
user_78,648506,3.8
user_79,12214,4.8
user_79,705890,4.5
user_79,520116,4.2
user_79,559328,4.2
user_79,1217948,4.8
user_79,103144,4.4
user_80,1158572,3.9
user_80,1180960,4.3
user_80,513782,3.5
user_80,218596,4.9
user_80,1023062,4.9
user_80,1211198,4.4
user_80,851560,3.9
user_80,1111562,2.9
user_80,143028,3.1
user_81,851868,4.6
user_81,818958,3.1
user_81,295909,3.7
user_81,1174084,4.1
user_81,1160004,3.4
user_81,713492,3.5
user_82,324656,3.0
user_82,1148412,2.9
user_82,30240,4.8
user_82,147404,4.5
user_82,716310,3.6
user_82,569436,4.9
user_82,113888,4.9
user_82,179500,3.1
user_82,1022682,3.0
user_82,1194232,2.8
user_83,968268,4.3
user_83,1141560,4.4
user_83,1185535,3.0
user_83,734280,4.3
user_83,782430,4.8
user_83,1013838,4.9
user_84,738726,3.3
user_84,214794,4.6
user_84,849896,4.7
user_84,1124590,3.6
user_84,1089652,4.3
user_84,850294,3.1
user_84,993754,3.7
user_84,1004134,2.9
user_84,376712,3.4
user_84,1134692,2.7
user_85,521342,2.8
user_85,931588,4.1
user_85,112296,4.9
user_85,546924,4.4
user_85,593544,3.0
user_85,100916,4.9
user_86,814206,4.7
user_86,449788,4.6
user_86,899492,4.7
user_86,1147664,3.0
user_86,1239206,3.7
user_86,1002676,4.0
user_86,269832,4.7
user_86,159070,4.0
user_86,802268,2.7
user_86,294292,2.9
user_87,564268,4.7
user_87,507992,2.6
user_87,459207,3.5
user_87,579202,4.0
user_87,303514,3.9
user_87,1109150,4.9
user_87,139778,4.6
user_87,758216,4.1
user_87,575644,3.0
user_87,967486,3.5
user_88,723878,4.1
user_88,556922,4.0
user_88,304420,3.6
user_88,231970,5.0
user_88,1114060,3.7
user_88,521952,4.1
user_88,42642,3.5
user_88,708674,3.1
user_88,1103272,4.6
user_89,529828,3.9
user_89,1029554,2.7
user_89,616818,4.2
user_89,26956,4.2
user_89,792216,3.0
user_89,625670,2.8
user_89,936328,3.7
user_89,1051430,3.9
user_90,399938,4.7
user_90,1103590,3.5
user_90,522784,4.2
user_90,834422,3.0
user_90,172906,3.9
user_90,489146,2.6
user_90,429364,4.8
user_90,1068664,3.9
user_91,849632,3.8
user_91,226084,2.8
user_91,313484,2.9
user_91,645714,3.8
user_91,617976,3.6
user_91,566856,3.5
user_91,681514,4.0
user_91,537878,4.8
user_91,960326,4.8
user_92,138004,3.3
user_92,332690,3.0
user_92,174562,4.2
user_92,288258,3.4
user_92,389018,2.6
user_92,1000116,3.2
user_93,184780,3.5
user_93,1158854,3.1
user_93,125806,4.1
user_93,1048188,2.9
user_93,402508,3.6
user_93,1062686,3.4
user_94,818990,3.4
user_94,611688,2.8
user_94,314698,4.4
user_94,32649,4.0
user_94,1169188,5.0
user_95,65330,3.5
user_95,679992,3.5
user_95,749560,3.3
user_95,730702,4.8
user_95,1250934,3.8
user_95,1159822,4.3
user_95,191588,4.8
user_95,159070,3.8
user_95,40670,2.8
user_95,817074,4.0
user_96,98140,3.5
user_96,356060,4.1
user_96,125806,4.2
user_96,1203040,3.5
user_96,239268,4.0
user_96,370752,2.6
user_96,486412,4.3
user_96,597164,4.3
user_97,994118,3.1
user_97,41356,3.2
user_97,860890,3.7
user_97,701634,3.8
user_97,870936,3.8
user_97,838896,4.0
user_98,825354,4.4
user_98,40039,4.8
user_98,93850,4.1
user_98,368958,2.8
user_98,28295,3.7
user_98,719920,2.8
user_98,915206,4.3
user_98,505126,3.0
user_98,406922,2.9
user_98,1185535,5.0
user_99,1031780,2.8
user_99,1237912,3.9
user_99,833398,2.5
user_99,967058,3.4
user_99,1027812,4.0
user_100,753940,4.6
user_100,1134456,3.2
user_100,41961,4.9
user_100,673142,4.3
user_100,73046,3.2
user_100,572268,4.9
user_100,640496,4.1
user_100,510098,4.0
user_100,382258,4.2
user_101,615106,3.4
user_101,632234,4.0
user_101,1133648,4.8
user_101,904240,4.7
user_101,269082,3.4
user_101,180362,3.1
user_101,805336,5.0
user_101,905096,3.9
user_102,151956,3.7
user_102,508796,3.7
user_102,1102396,3.1
user_102,1036456,4.9
user_102,12214,4.0
user_102,823860,4.5
user_102,396888,4.2
user_102,231970,4.0
user_102,597256,4.2
user_102,1078254,3.8
user_103,1013380,3.6
user_103,515262,3.4
user_103,462668,3.9
user_103,976854,4.4
user_103,1179546,3.6
user_104,56259,3.8
user_104,895394,4.2
user_104,399640,4.8
user_104,1112844,4.4
user_104,73898,4.9
user_105,994050,4.1
user_105,791610,2.5
user_105,413180,4.1
user_105,355798,3.6
user_105,611518,4.6
user_105,802040,4.2
user_105,452514,3.1
user_106,349142,4.2
user_106,679238,3.5
user_106,1120410,3.5
user_106,212398,3.6
user_106,932454,5.0
user_106,375830,4.8
user_106,1207382,5.0
user_107,1124244,3.1
user_107,556068,4.4
user_107,724596,4.2
user_107,585208,4.4
user_107,155616,4.7
user_107,743932,3.3
user_107,955914,3.7
user_108,193916,3.2
user_108,869312,4.2
user_108,304410,2.9
user_108,400464,4.5
user_108,1068986,3.2
user_108,1006314,3.2
user_108,861566,4.7
user_109,686764,2.7
user_109,650328,2.8
user_109,574194,2.6
user_109,888698,3.0
user_109,615920,3.6
user_109,459922,3.8
user_109,1062048,3.8
user_109,688244,3.9
user_109,834114,4.0
user_110,1084454,3.2
user_110,794151,3.0
user_110,849896,3.7
user_110,532836,2.7
user_110,1231872,4.6
user_110,92194,3.0
user_110,1147458,2.9
user_110,960326,3.5
user_110,1137310,3.7
user_110,543090,3.6
user_111,1113442,4.4
user_111,803664,4.6
user_111,947120,4.0
user_111,705264,2.6
user_111,304410,2.8
user_112,1223000,4.3
user_112,691641,3.6
user_112,791414,4.9
user_112,1196816,4.7
user_112,834226,3.7
user_112,471440,2.6
user_112,708514,4.6
user_112,959604,4.4
user_113,502772,5.0
user_113,1217778,4.0
user_113,676432,3.0
user_113,985922,4.7
user_113,410196,3.5
user_113,992114,2.8
user_113,1239022,3.1
user_113,574132,2.8
user_113,686430,3.8
user_113,983444,4.0
user_114,997916,4.2
user_114,1039062,3.1
user_114,988678,3.3
user_114,1251654,3.1
user_114,700942,2.8
user_114,572268,2.8
user_114,355622,4.1
user_115,831294,3.7
user_115,913966,3.9
user_115,806642,4.6
user_115,207304,3.1
user_115,1014776,4.4
user_115,199450,3.2
user_116,986024,4.2
user_116,654422,3.7
user_116,368958,3.4
user_116,412108,3.9
user_116,1116366,3.2
user_116,23742,3.0
user_116,858064,3.5
user_116,57415,3.1
user_116,352748,4.9
user_117,651032,2.6
user_117,1136446,3.8
user_117,368916,2.7
user_117,905244,3.6
user_117,861122,2.9
user_117,1004134,3.3
user_117,778084,3.5
user_117,559438,4.2
user_118,978728,4.8
user_118,1174974,5.0
user_118,200742,3.9
user_118,1204590,4.2
user_118,288466,3.7
user_118,1183094,4.4
user_118,1085580,4.3
user_118,947120,4.5
user_118,239268,4.2
user_118,869312,4.2
user_119,1113822,4.3
user_119,332848,3.4
user_119,711210,4.8
user_119,792232,4.5
user_119,258954,4.0
user_119,648174,3.3
user_119,650222,3.6
user_119,834924,3.3
user_120,64422,2.7
user_120,37821,4.7
user_120,933666,4.1
user_120,106358,3.1
user_120,494330,4.0
user_120,35409,4.4
user_120,856526,4.4
user_120,1027016,3.6
user_120,724596,3.2
user_120,1104492,4.9
user_121,269082,4.1
user_121,343816,4.6
user_121,481002,3.0
user_121,355798,2.8
user_121,495678,3.0
user_121,506164,3.6
user_121,396890,2.6
user_121,456284,4.5
user_121,1193536,3.5
user_121,812610,3.8
user_122,578750,4.3
user_122,261148,3.4
user_122,802268,4.2
user_122,1116700,3.4
user_122,680180,3.3
user_122,546848,3.4
user_123,986034,4.4
user_123,201472,3.1
user_123,921474,2.6
user_123,917172,4.8
user_123,628876,2.7
user_123,1252630,2.5
user_123,615084,4.4
user_123,1225674,4.8
user_123,245722,5.0
user_123,822926,3.0
user_124,570848,4.5
user_124,521952,4.0
user_124,1009068,3.1
user_124,693726,3.1
user_124,862478,3.5
user_124,806642,3.4
user_125,943426,2.8
user_125,75182,4.8
user_125,1157298,3.4
user_125,1123098,3.6
user_125,829182,4.2
user_125,320798,4.3
user_125,531954,4.8
user_125,364428,4.0
user_125,206592,3.6
user_125,385684,4.9
user_126,1202746,3.8
user_126,767400,4.5
user_126,953432,3.4
user_126,584786,3.4
user_126,1105216,3.9
user_126,617976,4.5
user_126,531710,3.6
user_126,555952,3.3
user_126,733654,3.9
user_127,507778,4.5
user_127,1225686,2.8
user_127,574194,3.3
user_127,482924,5.0
user_127,40670,3.2
user_128,52457,2.7
user_128,1079624,3.0
user_128,317030,4.2
user_128,932842,3.9
user_128,54246,2.9
user_128,781532,2.9
user_128,408440,3.8
user_128,413494,3.7
user_128,1046722,3.7
user_129,1029436,4.8
user_129,1072220,4.7
user_129,65330,2.9
user_129,429482,4.8
user_129,434100,4.3
user_129,213532,5.0
user_129,939636,3.6
user_130,981684,2.6
user_130,993134,2.8
user_130,192724,3.1
user_130,1233894,4.6
user_130,42197,3.2
user_130,1127048,4.8
user_130,528104,3.9
user_130,912996,2.8
user_131,803028,3.3
user_131,855816,4.3
user_131,1164570,3.2
user_131,212394,4.8
user_131,352774,2.7
user_131,394832,4.0
user_131,707644,4.2
user_131,1012040,4.7
user_131,245722,4.9
user_131,791414,3.6
user_132,640428,4.1
user_132,441016,3.3
user_132,954842,4.7
user_132,365816,4.7
user_132,421054,3.5
user_132,1245356,3.6
user_132,1232390,4.4
user_132,315576,3.7
user_133,1171966,3.4
user_133,581498,4.4
user_133,516062,3.4
user_133,308690,2.6
user_133,1208638,4.8
user_133,716828,3.4
user_133,753154,2.7
user_133,196164,3.3
user_134,411778,3.1
user_134,1063430,4.1
user_134,941990,4.4
user_134,142666,4.1
user_134,28556,4.9
user_134,1123098,2.6
user_135,69414,2.8
user_135,552058,3.3
user_135,311638,4.2
user_135,41295,4.8
user_135,1000010,4.1
user_136,1254852,4.0
user_136,485889,3.9
user_136,911318,4.4
user_136,661774,3.8
user_136,709500,3.7
user_136,986406,4.9
user_136,959604,3.9
user_136,214828,4.6
user_136,1261122,4.3
user_137,1009236,3.5
user_137,181264,2.6
user_137,1232390,4.6
user_137,885413,4.7
user_137,1025026,4.9
user_137,384318,3.4
user_137,1223012,4.3
user_137,286424,2.9
user_137,710486,3.4
user_137,796188,2.6
user_138,627540,2.9
user_138,629060,5.0
user_138,648174,4.4
user_138,1049344,3.1
user_138,218596,4.9
user_138,1120410,4.9
user_138,1170626,3.1
user_138,845518,4.8
user_138,507486,5.0
user_138,755198,2.7
user_139,968268,3.2
user_139,380092,3.0
user_139,1164876,3.9
user_139,1041926,4.6
user_139,519442,4.3
user_139,369726,3.7
user_139,855188,3.9
user_139,1253868,4.2
user_139,1131780,4.9
user_139,512000,4.3
user_140,656914,4.8
user_140,121490,4.9
user_140,592338,4.6
user_140,1115064,3.6
user_140,1142428,3.8
user_141,211714,3.8
user_141,1108666,3.6
user_141,22825,2.6
user_141,1190334,3.2
user_141,601092,3.0
user_141,951050,4.0
user_141,944886,5.0
user_141,781954,4.5
user_141,1023062,3.7
user_142,54677,3.1
user_142,829182,4.2
user_142,510178,3.3
user_142,989452,4.5
user_142,998872,4.7
user_142,947498,4.4
user_142,571506,3.2
user_142,537884,3.2
user_143,636846,2.8
user_143,986024,4.6
user_143,195196,4.1
user_143,1136446,3.6
user_143,765238,3.2
user_143,647884,2.6
user_143,755198,2.5
user_143,419308,4.2
user_143,606756,5.0
user_143,946310,3.7
user_144,891484,2.7
user_144,11174,3.1
user_144,1269590,3.1
user_144,711688,2.5
user_144,738900,4.5
user_144,348116,2.6
user_144,366514,3.0
user_144,669174,4.5
user_144,804298,4.8
user_145,963094,2.7
user_145,519442,2.8
user_145,644820,4.0
user_145,212376,2.9
user_145,422918,4.2
user_145,705890,3.0
user_145,143028,4.4
user_145,978728,2.6
user_145,1151092,4.8
user_145,874656,2.8
user_146,974704,3.0
user_146,309854,4.0
user_146,71912,2.8
user_146,581598,2.7
user_146,99946,2.6
user_146,793234,4.2
user_146,65355,3.6
user_146,655300,4.7
user_146,719698,2.6
user_147,364034,4.4
user_147,1245356,5.0
user_147,929016,5.0
user_147,1048302,2.8
user_147,241590,4.8
user_147,866696,3.1
user_148,974954,3.6
user_148,1035472,4.1
user_148,589778,2.9
user_148,524748,3.9
user_148,629142,3.4
user_148,1240522,2.6
user_148,552598,3.3
user_149,1132572,4.3
user_149,1261122,3.7
user_149,723510,3.0
user_149,425126,3.2
user_149,339086,3.5
user_150,828596,4.4
user_150,266682,4.4
user_150,1239206,3.6
user_150,1002272,2.8
user_150,1147458,4.4
user_150,961996,2.7
user_150,174800,4.2
user_151,304414,4.2
user_151,1105794,4.3
user_151,69414,4.8
user_151,1250742,2.8
user_151,207166,5.0
user_151,1169848,3.3
user_152,989452,3.3
user_152,924704,4.1
user_152,1091360,3.9
user_152,650836,4.9
user_152,444644,4.8
user_152,570416,4.2
user_152,218596,4.1
user_153,35409,3.6
user_153,1035923,3.7
user_153,1115222,3.1
user_153,899702,2.8
user_153,403602,4.7
user_153,848664,3.4
user_153,880202,4.1
user_154,1033670,3.2
user_154,964828,4.3
user_154,217010,5.0
user_154,622122,3.1
user_154,1246168,3.8
user_154,411986,4.2
user_154,767400,4.0
user_154,146852,3.0
user_154,823236,4.4
user_154,324224,3.1
user_155,771198,4.5
user_155,944886,3.1
user_155,413713,3.7
user_155,399228,4.4
user_155,315716,4.4
user_155,1022796,4.8
user_156,823236,4.8
user_156,1079370,4.3
user_156,1016388,4.5
user_156,551910,3.9
user_156,1035402,4.1
user_156,854756,4.9
user_156,74028,4.8
user_157,73962,2.7
user_157,1254852,2.8
user_157,1132572,4.2
user_157,101496,3.8
user_157,510178,2.8
user_157,1027016,3.0
user_157,403602,4.6
user_158,1078254,3.8
user_158,769390,3.7
user_158,323950,3.2
user_158,513958,4.0
user_158,826912,4.7
user_158,20185,4.7
user_159,742602,4.2
user_159,1053462,4.1
user_159,688092,3.0
user_159,1132572,3.4
user_159,832862,3.1
user_159,655198,4.6
user_159,997470,4.9
user_159,349586,2.6
user_160,1148412,3.1
user_160,387348,4.3
user_160,672086,2.5
user_160,265960,4.2
user_160,838320,3.8
user_160,765562,4.0
user_160,830870,2.7
user_160,672112,2.6
user_161,1013314,3.2
user_161,83736,2.8
user_161,35409,4.0
user_161,181268,3.9
user_161,753154,3.4
user_161,700140,2.9
user_161,113706,5.0
user_161,683394,2.9
user_161,139790,4.5
user_162,931152,2.6
user_162,1042382,4.0
user_162,858762,3.1
user_162,149728,4.4
user_162,613422,4.1
user_162,741898,4.6
user_162,1037666,4.7
user_163,855172,3.7
user_163,27681,4.4
user_163,322332,5.0
user_163,809216,3.7
user_163,1113702,3.9
